Community Area,year,month,crime_count,unemployment_rate
19.0,2025,2,550,0.04546184738955823
19.0,2025,3,600,0.04686746987951807
19.0,2025,4,672,0.04889156626506024
19.0,2025,5,145,0.034076305220883535
20.0,2020,1,110,0.033092369477911644
20.0,2020,2,110,0.033092369477911644
20.0,2020,3,79,0.054871748146412984
20.0,2020,4,74,0.03208032128514056
20.0,2020,5,110,0.051609088595049084
20.0,2020,6,117,0.053021937954644285
20.0,2020,7,91,0.058346388065685664
20.0,2020,8,113,0.057667486499078664
20.0,2020,9,102,0.03286746987951807
20.0,2020,10,102,0.037630283204410926
20.0,2020,11,94,0.032642570281124494
20.0,2020,12,82,0.04583315640314518
20.0,2021,1,86,0.03241767068273092
20.0,2021,2,79,0.032220883534136546
20.0,2021,3,81,0.03237122096586288
20.0,2021,4,75,0.057013648706079736
20.0,2021,5,104,0.0567084197341824
20.0,2021,6,109,0.05295190585332224
20.0,2021,7,117,0.03328915662650602
20.0,2021,8,114,0.04996042088230529
20.0,2021,9,145,0.05344076903455217
20.0,2021,10,134,0.033767068273092365
20.0,2021,11,113,0.05063869476912928
20.0,2021,12,115,0.04230325112266072
20.0,2022,1,106,0.03875819426280901
20.0,2022,2,97,0.032726907630522085
20.0,2022,3,100,0.05286789092316953
20.0,2022,4,95,0.043788646361444694
20.0,2022,5,116,0.04667454259363135
20.0,2022,6,103,0.0573245992768956
20.0,2022,7,111,0.05760723249789011
20.0,2022,8,117,0.04323130469043316
20.0,2022,9,107,0.05677464013526826
20.0,2022,10,133,0.03373895582329317
20.0,2022,11,107,0.03300803212851405
20.0,2022,12,130,0.03365461847389558
20.0,2023,1,114,0.054058514042262605
20.0,2023,2,116,0.05330189511007498
20.0,2023,3,125,0.034719805536081366
20.0,2023,4,139,0.03390763052208835
20.0,2023,5,158,0.034441767068273094
20.0,2023,6,116,0.04464836008414715
20.0,2023,7,131,0.05382941834011704
20.0,2023,8,148,0.034160642570281126
20.0,2023,9,124,0.03527243263231573
20.0,2023,10,167,0.03469477911646586
20.0,2023,11,150,0.05443314483033196
20.0,2023,12,134,0.058193940956279167
20.0,2024,1,121,0.05039387868657976
20.0,2024,2,130,0.03365461847389558
20.0,2024,3,106,0.03297991967871486
20.0,2024,4,109,0.057271061312141644
20.0,2024,5,195,0.035481927710843374
20.0,2024,6,271,0.03761847389558233
20.0,2024,7,230,0.03646586345381526
20.0,2024,8,271,0.03761847389558233
20.0,2024,9,265,0.03744979919678715
20.0,2024,10,232,0.036522088353413654
20.0,2024,11,244,0.04603850070964858
20.0,2024,12,234,0.04775293919943348
20.0,2025,1,190,0.035341365461847386
20.0,2025,2,148,0.034160642570281126
20.0,2025,3,192,0.03539759036144578
20.0,2025,4,178,0.03500401606425703
20.0,2025,5,44,0.03123694779116466
21.0,2020,1,155,0.0343574297188755
21.0,2020,2,142,0.03903648083447572
21.0,2020,3,127,0.05024513478696337
21.0,2020,4,123,0.0334578313253012
21.0,2020,5,158,0.03934384272993962
21.0,2020,6,144,0.05766539421634252
21.0,2020,7,160,0.05084189085823785
21.0,2020,8,208,0.03584738955823293
21.0,2020,9,148,0.052663837725513175
21.0,2020,10,151,0.039672403316472746
21.0,2020,11,163,0.034582329317269074
21.0,2020,12,144,0.057865763569480894
21.0,2021,1,132,0.05188200406654784
21.0,2021,2,109,0.03712744437653304
21.0,2021,3,137,0.033851405622489956
21.0,2021,4,113,0.053189157486904615
21.0,2021,5,123,0.0334578313253012
21.0,2021,6,130,0.03365461847389558
21.0,2021,7,127,0.03357028112449799
21.0,2021,8,142,0.038109959222470145
21.0,2021,9,146,0.03410441767068273
21.0,2021,10,158,0.035019003868708376
21.0,2021,11,142,0.04039296110917625
21.0,2021,12,141,0.05939315560990405
21.0,2022,1,128,0.059662199792002664
21.0,2022,2,116,0.033261044176706826
21.0,2022,3,151,0.038392534039889195
21.0,2022,4,148,0.05341463706819853
21.0,2022,5,179,0.052810510895925575
21.0,2022,6,167,0.03469477911646586
21.0,2022,7,168,0.035547525165151236
21.0,2022,8,188,0.047867915694193554
21.0,2022,9,182,0.047402110158520604
21.0,2022,10,194,0.03545381526104417
21.0,2022,11,187,0.035257028112449795
21.0,2022,12,189,0.03531325301204819
21.0,2023,1,163,0.04906155904710018
21.0,2023,2,156,0.04828231063200247
21.0,2023,3,181,0.03508835341365462
21.0,2023,4,166,0.058696191870638216
21.0,2023,5,163,0.03576760332365979
21.0,2023,6,191,0.03536947791164659
21.0,2023,7,184,0.042064702668570285
21.0,2023,8,195,0.035481927710843374
21.0,2023,9,206,0.035791164658634536
21.0,2023,10,219,0.036156626506024095
21.0,2023,11,211,0.03593172690763052
21.0,2023,12,186,0.043796870150069854
21.0,2024,1,173,0.057864339173172095
21.0,2024,2,219,0.05715740641720403
21.0,2024,3,192,0.05679528943557182
21.0,2024,4,202,0.03567871485943775
21.0,2024,5,353,0.04996838782222093
21.0,2024,6,358,0.04320228119180328
21.0,2024,7,463,0.043016064257028114
21.0,2024,8,412,0.04158232931726907
21.0,2024,9,394,0.041076305220883534
21.0,2024,10,461,0.054110993915508034
21.0,2024,11,370,0.04040160642570281
21.0,2024,12,310,0.038714859437751006
21.0,2025,1,354,0.03995180722891566
21.0,2025,2,274,0.03770281124497992
21.0,2025,3,319,0.03896787148594377
21.0,2025,4,353,0.03992369477911647
21.0,2025,5,69,0.03193975903614458
22.0,2020,1,401,0.04127309236947791
22.0,2020,2,324,0.0562459720965177
22.0,2020,3,324,0.03910843373493976
22.0,2020,4,203,0.05967592080675579
22.0,2020,5,282,0.03792771084337349
22.0,2020,6,320,0.03899598393574297
22.0,2020,7,313,0.049663996318849254
22.0,2020,8,325,0.05645712858950314
22.0,2020,9,322,0.039052208835341364
22.0,2020,10,313,0.03879919678714859
22.0,2020,11,290,0.05950765271373743
22.0,2020,12,317,0.03891164658634538
22.0,2021,1,289,0.03812449799196787
22.0,2021,2,247,0.050006795270009195
22.0,2021,3,336,0.039445783132530124
22.0,2021,4,275,0.056581532227540775
22.0,2021,5,342,0.0396144578313253
22.0,2021,6,285,0.05566872773034305
22.0,2021,7,278,0.03781526104417671
22.0,2021,8,277,0.03778714859437751
22.0,2021,9,343,0.042405935468302645
22.0,2021,10,341,0.039586345381526104
22.0,2021,11,319,0.04156179553120312
22.0,2021,12,291,0.038180722891566266
22.0,2022,1,232,0.036522088353413654
22.0,2022,2,247,0.03694377510040161
22.0,2022,3,368,0.05896252792700086
22.0,2022,4,290,0.03815261044176707
22.0,2022,5,331,0.03930522088353414
22.0,2022,6,337,0.03947389558232932
22.0,2022,7,359,0.04796621302516611
22.0,2022,8,370,0.04040160642570281
22.0,2022,9,412,0.04158232931726907
22.0,2022,10,403,0.04132931726907631
22.0,2022,11,391,0.044038399194608
22.0,2022,12,379,0.042933966780834255
22.0,2023,1,405,0.05664245430238539
22.0,2023,2,339,0.03953012048192771
22.0,2023,3,424,0.04191967871485944
22.0,2023,4,406,0.0494492286745424
22.0,2023,5,432,0.04741926710049046
22.0,2023,6,391,0.04099196787148594
22.0,2023,7,489,0.045226426338714425
22.0,2023,8,512,0.04439357429718876
22.0,2023,9,468,0.043156626506024094
22.0,2023,10,445,0.054365106213587304
22.0,2023,11,463,0.04509728686136686
22.0,2023,12,469,0.049209315307418955
22.0,2024,1,428,0.04203212851405622
22.0,2024,2,415,0.041666666666666664
22.0,2024,3,401,0.04477145252479032
22.0,2024,4,382,0.04073895582329317
22.0,2024,5,773,0.055210102893480786
22.0,2024,6,950,0.05670682730923695
22.0,2024,7,1043,0.05932128514056225
22.0,2024,8,940,0.05642570281124498
22.0,2024,9,1036,0.059124497991967874
22.0,2024,10,1030,0.05895582329317269
22.0,2024,11,787,0.052124497991967875
22.0,2024,12,869,0.054429718875502006
22.0,2025,1,662,0.048610441767068274
22.0,2025,2,589,0.04655823293172691
22.0,2025,3,734,0.05687288428371604
22.0,2025,4,767,0.05810918351978157
22.0,2025,5,162,0.03455421686746988
23.0,2020,1,545,0.04760076750648031
23.0,2020,2,605,0.04700803212851405
23.0,2020,3,541,0.04520883534136546
23.0,2020,4,401,0.05611687073664317
23.0,2020,5,570,0.0497990559986585
23.0,2020,6,611,0.047176706827309234
23.0,2020,7,581,0.04633333333333334
23.0,2020,8,689,0.049369477911646586
23.0,2020,9,611,0.054975885782621206
23.0,2020,10,543,0.045265060240963856
23.0,2020,11,507,0.04425301204819277
23.0,2020,12,434,0.042200803212851405
23.0,2021,1,460,0.05832472435004916
23.0,2021,2,410,0.041526104417670684
23.0,2021,3,537,0.05905001772841846
23.0,2021,4,516,0.044506024096385544
23.0,2021,5,591,0.0466144578313253
23.0,2021,6,581,0.04633333333333334
23.0,2021,7,537,0.045096385542168674
23.0,2021,8,530,0.048623098707494344
23.0,2021,9,485,0.04363453815261044
23.0,2021,10,501,0.05576119054412943
23.0,2021,11,523,0.04470281124497992
23.0,2021,12,450,0.042650602409638555
23.0,2022,1,381,0.04267054467631818
23.0,2022,2,422,0.04186345381526105
23.0,2022,3,509,0.04430923694779117
23.0,2022,4,455,0.04279116465863454
23.0,2022,5,544,0.04529317269076305
23.0,2022,6,458,0.042875502008032126
23.0,2022,7,491,0.04380321285140562
23.0,2022,8,561,0.0457710843373494
23.0,2022,9,517,0.04453413654618474
23.0,2022,10,695,0.04953815261044177
23.0,2022,11,609,0.051978350517872286
23.0,2022,12,509,0.04430923694779117
23.0,2023,1,531,0.05549693770598987
23.0,2023,2,443,0.05270963090976315
23.0,2023,3,531,0.04492771084337349
23.0,2023,4,494,0.04388755020080321
23.0,2023,5,560,0.05650311206387056
23.0,2023,6,593,0.05401429296186999
23.0,2023,7,628,0.047654618473895585
23.0,2023,8,646,0.048160642570281124
23.0,2023,9,633,0.05669743296411061
23.0,2023,10,648,0.04821686746987952
23.0,2023,11,658,0.04849799196787148
23.0,2023,12,620,0.04742971887550201
23.0,2024,1,513,0.04442168674698795
23.0,2024,2,482,0.043550200803212855
23.0,2024,3,589,0.04655823293172691
23.0,2024,4,559,0.045714859437751006
23.0,2024,5,980,0.05755020080321285
23.0,2024,6,1294,0.06637751004016065
23.0,2024,7,1364,0.06834538152610442
23.0,2024,8,1276,0.0658714859437751
23.0,2024,9,1213,0.0641004016064257
23.0,2024,10,1111,0.061232931726907636
23.0,2024,11,1113,0.061289156626506025
23.0,2024,12,1179,0.06314457831325301
23.0,2025,1,1086,0.06053012048192771
23.0,2025,2,967,0.057184738955823294
23.0,2025,3,1071,0.060108433734939765
23.0,2025,4,1033,0.05904016064257028
23.0,2025,5,243,0.045930026513044106
24.0,2020,1,508,0.05800773759400546
24.0,2020,2,456,0.04281927710843374
24.0,2020,3,362,0.04017670682730924
24.0,2020,4,276,0.03775903614457831
24.0,2020,5,388,0.04410580180231868
24.0,2020,6,453,0.042734939759036146
24.0,2020,7,497,0.05109828948175447
24.0,2020,8,542,0.04523694779116466
24.0,2020,9,474,0.043325301204819276
24.0,2020,10,508,0.04428112449799197
24.0,2020,11,418,0.056058997096376635
24.0,2020,12,384,0.040795180722891566
24.0,2021,1,376,0.040570281124497995
24.0,2021,2,317,0.04126612444803445
24.0,2021,3,408,0.04146987951807229
24.0,2021,4,339,0.03953012048192771
24.0,2021,5,463,0.043016064257028114
24.0,2021,6,486,0.04366265060240964
24.0,2021,7,537,0.045096385542168674
24.0,2021,8,486,0.04366265060240964
24.0,2021,9,512,0.04439357429718876
24.0,2021,10,676,0.051942477498013645
24.0,2021,11,558,0.045686746987951804
24.0,2021,12,507,0.04425301204819277
24.0,2022,1,420,0.04180722891566265
24.0,2022,2,454,0.04276305220883534
24.0,2022,3,569,0.04599598393574297
24.0,2022,4,517,0.053831989195549
24.0,2022,5,568,0.055685785531828555
24.0,2022,6,678,0.049060240963855424
24.0,2022,7,670,0.048835341365461846
24.0,2022,8,592,0.04664257028112449
24.0,2022,9,703,0.04976305220883534
24.0,2022,10,746,0.0509718875502008
24.0,2022,11,701,0.04970682730923695
24.0,2022,12,633,0.04779518072289157
24.0,2023,1,618,0.05867318064224871
24.0,2023,2,536,0.04506827309236948
24.0,2023,3,622,0.0474859437751004
24.0,2023,4,679,0.04908835341365462
24.0,2023,5,660,0.048554216867469885
24.0,2023,6,675,0.04897590361445783
24.0,2023,7,751,0.05111244979919679
24.0,2023,8,806,0.052658634538152616
24.0,2023,9,674,0.049907257497496554
24.0,2023,10,704,0.049791164658634535
24.0,2023,11,676,0.04900401606425703
24.0,2023,12,607,0.047064257028112455
24.0,2024,1,554,0.05144220679225125
24.0,2024,2,623,0.0475140562248996
24.0,2024,3,586,0.0569940382394324
24.0,2024,4,608,0.04709236947791165
24.0,2024,5,1111,0.061232931726907636
24.0,2024,6,1382,0.06885140562248995
24.0,2024,7,1389,0.06904819277108434
24.0,2024,8,1541,0.07332128514056224
24.0,2024,9,1500,0.07216867469879519
24.0,2024,10,1524,0.0728433734939759
24.0,2024,11,1306,0.06671485943775102
24.0,2024,12,1206,0.06390361445783133
24.0,2025,1,1002,0.05816867469879518
24.0,2025,2,875,0.05459839357429719
24.0,2025,3,1116,0.061373493975903616
24.0,2025,4,1025,0.05881526104417671
24.0,2025,5,249,0.04409964598471362
25.0,2020,1,1117,0.06140160642570281
25.0,2020,2,992,0.05796518491017078
25.0,2020,3,1059,0.0597710843373494
25.0,2020,4,797,0.05240562248995984
25.0,2020,5,1145,0.062188755020080325
25.0,2020,6,1115,0.06134538152610442
25.0,2020,7,1190,0.06345381526104418
25.0,2020,8,1222,0.06435341365461847
25.0,2020,9,1059,0.0597710843373494
25.0,2020,10,1062,0.05985542168674699
25.0,2020,11,1006,0.05828112449799197
25.0,2020,12,987,0.05774698795180723
25.0,2021,1,920,0.05586345381526105
25.0,2021,2,748,0.0510281124497992
25.0,2021,3,1044,0.05934939759036145
25.0,2021,4,933,0.056228915662650605
25.0,2021,5,1072,0.06013654618473896
25.0,2021,6,1128,0.06171084337349398
25.0,2021,7,1018,0.058618473895582335
25.0,2021,8,989,0.057803212851405626
25.0,2021,9,1038,0.05918072289156627
25.0,2021,10,1045,0.05937751004016065
25.0,2021,11,881,0.05476706827309237
25.0,2021,12,932,0.05620080321285141
25.0,2022,1,733,0.05060642570281125
25.0,2022,2,826,0.05322088353413655
25.0,2022,3,949,0.05667871485943775
25.0,2022,4,1060,0.059799196787148595
25.0,2022,5,1093,0.06072690763052209
25.0,2022,6,993,0.05791566265060241
25.0,2022,7,1094,0.060755020080321284
25.0,2022,8,1188,0.0633975903614458
25.0,2022,9,1286,0.06615261044176707
25.0,2022,10,1241,0.06488755020080322
25.0,2022,11,937,0.05634136546184739
25.0,2022,12,880,0.054738955823293176
25.0,2023,1,1069,0.06005220883534137
25.0,2023,2,869,0.054429718875502006
25.0,2023,3,1045,0.05937751004016065
25.0,2023,4,1025,0.05881526104417671
25.0,2023,5,1138,0.06199196787148595
25.0,2023,6,1147,0.062244979919678714
25.0,2023,7,1169,0.06286345381526104
25.0,2023,8,1102,0.060979919678714856
25.0,2023,9,1012,0.05844979919678715
25.0,2023,10,1066,0.05996787148594378
25.0,2023,11,1014,0.05850602409638554
25.0,2023,12,1024,0.05878714859437752
25.0,2024,1,957,0.058646760953889446
25.0,2024,2,952,0.056763052208835346
25.0,2024,3,1029,0.05892771084337349
25.0,2024,4,1020,0.058674698795180724
25.0,2024,5,1809,0.08085542168674699
25.0,2024,6,2490,0.1
25.0,2024,7,2310,0.09493975903614459
25.0,2024,8,2201,0.09187550200803213
25.0,2024,9,2218,0.09235341365461848
25.0,2024,10,2264,0.09364658634538153
25.0,2024,11,2039,0.08732128514056225
25.0,2024,12,2101,0.08906425702811245
25.0,2025,1,2014,0.08661847389558233
25.0,2025,2,1913,0.08377911646586346
25.0,2025,3,2032,0.08712449799196788
25.0,2025,4,2031,0.08709638554216867
25.0,2025,5,462,0.05367743557309279
26.0,2020,1,433,0.04217269076305221
26.0,2020,2,472,0.045304623107151346
26.0,2020,3,406,0.04141365461847389
26.0,2020,4,260,0.03730923694779116
26.0,2020,5,448,0.042594377510040166
26.0,2020,6,394,0.041076305220883534
26.0,2020,7,454,0.04276305220883534
26.0,2020,8,487,0.0553407790290658
26.0,2020,9,426,0.049323437986561525
26.0,2020,10,450,0.042650602409638555
26.0,2020,11,380,0.04729157247870602
26.0,2020,12,361,0.04014859437751004
26.0,2021,1,340,0.050499340488581866
26.0,2021,2,323,0.039080321285140565
26.0,2021,3,460,0.0503684600561876
26.0,2021,4,393,0.04104819277108433
26.0,2021,5,460,0.05499119924772829
26.0,2021,6,432,0.04214457831325301
26.0,2021,7,416,0.047946698307677275
26.0,2021,8,339,0.04645675655289106
26.0,2021,9,355,0.04259733156729675
26.0,2021,10,307,0.039627322891023053
26.0,2021,11,263,0.05452211809005923
26.0,2021,12,264,0.03742168674698795
26.0,2022,1,257,0.03722489959839358
26.0,2022,2,283,0.037955823293172694
26.0,2022,3,293,0.038236947791164655
26.0,2022,4,355,0.049580112659083436
26.0,2022,5,338,0.03950200803212851
26.0,2022,6,358,0.04998266252042718
26.0,2022,7,422,0.04186345381526105
26.0,2022,8,355,0.03997991967871486
26.0,2022,9,355,0.04230790289535073
26.0,2022,10,389,0.040935742971887554
26.0,2022,11,309,0.04895653843154149
26.0,2022,12,309,0.059288430340626204
26.0,2023,1,356,0.04000803212851406
26.0,2023,2,272,0.04353083677836529
26.0,2023,3,333,0.05973190853062121
26.0,2023,4,369,0.04037349397590362
26.0,2023,5,294,0.03826506024096386
26.0,2023,6,384,0.05832567978863463
26.0,2023,7,355,0.04971276418987281
26.0,2023,8,377,0.05458633059912924
26.0,2023,9,333,0.05441443562722752
26.0,2023,10,294,0.03826506024096386
26.0,2023,11,345,0.05799516061774456
26.0,2023,12,296,0.04502865638228432
26.0,2024,1,327,0.04146133064767762
26.0,2024,2,314,0.03882730923694779
26.0,2024,3,334,0.03938955823293173
26.0,2024,4,296,0.038321285140562246
26.0,2024,5,506,0.044224899598393576
26.0,2024,6,732,0.050578313253012055
26.0,2024,7,702,0.049734939759036145
26.0,2024,8,685,0.049257028112449794
26.0,2024,9,582,0.04636144578313253
26.0,2024,10,598,0.046811244979919675
26.0,2024,11,476,0.04338152610441767
26.0,2024,12,573,0.04610843373493976
26.0,2025,1,531,0.04492771084337349
26.0,2025,2,424,0.04191967871485944
26.0,2025,3,552,0.04551807228915662
26.0,2025,4,589,0.04655823293172691
26.0,2025,5,139,0.054529964677676186
27.0,2020,1,333,0.039361445783132526
27.0,2020,2,323,0.05654663865636889
27.0,2020,3,310,0.038714859437751006
27.0,2020,4,234,0.05780809489386234
27.0,2020,5,345,0.05565263704939786
27.0,2020,6,326,0.05306889944911451
27.0,2020,7,344,0.039670682730923695
27.0,2020,8,313,0.04268059452865918
27.0,2020,9,295,0.03829317269076305
27.0,2020,10,329,0.03924899598393574
27.0,2020,11,306,0.05487734290646893
27.0,2020,12,272,0.037646586345381525
27.0,2021,1,282,0.03792771084337349
27.0,2021,2,245,0.04120174385773302
27.0,2021,3,319,0.03896787148594377
27.0,2021,4,317,0.03891164658634538
27.0,2021,5,335,0.049980462811283786
27.0,2021,6,372,0.057188981154538375
27.0,2021,7,373,0.050890875483383974
27.0,2021,8,343,0.0396425702811245
27.0,2021,9,352,0.03989558232931727
27.0,2021,10,327,0.03919277108433735
27.0,2021,11,261,0.03943343339987086
27.0,2021,12,225,0.05137726518299276
27.0,2022,1,228,0.03640963855421687
27.0,2022,2,247,0.03694377510040161
27.0,2022,3,286,0.05276956158278647
27.0,2022,4,316,0.044543475258593944
27.0,2022,5,315,0.03885542168674699
27.0,2022,6,327,0.05592989822228994
27.0,2022,7,322,0.039052208835341364
27.0,2022,8,353,0.03992369477911647
27.0,2022,9,343,0.0396425702811245
27.0,2022,10,379,0.04065461847389558
27.0,2022,11,349,0.041526279747843106
27.0,2022,12,336,0.046889521136742295
27.0,2023,1,316,0.041358105320688725
27.0,2023,2,288,0.05710405465531912
27.0,2023,3,331,0.05337771079252828
27.0,2023,4,322,0.039052208835341364
27.0,2023,5,380,0.04068273092369478
27.0,2023,6,404,0.0413574297188755
27.0,2023,7,402,0.041301204819277106
27.0,2023,8,354,0.03995180722891566
27.0,2023,9,406,0.04141365461847389
27.0,2023,10,370,0.052198720872765995
27.0,2023,11,336,0.039889838143264036
27.0,2023,12,320,0.03899598393574297
27.0,2024,1,303,0.03851807228915663
27.0,2024,2,283,0.037955823293172694
27.0,2024,3,326,0.03916465863453815
27.0,2024,4,300,0.04844238488990272
27.0,2024,5,558,0.045686746987951804
27.0,2024,6,636,0.0552238714329823
27.0,2024,7,743,0.05088755020080321
27.0,2024,8,798,0.05243373493975904
27.0,2024,9,755,0.055947660008028186
27.0,2024,10,621,0.04887389617587933
27.0,2024,11,569,0.04599598393574297
27.0,2024,12,516,0.044506024096385544
27.0,2025,1,605,0.05912058617155681
27.0,2025,2,546,0.04534939759036145
27.0,2025,3,561,0.0457710843373494
27.0,2025,4,563,0.05653952018724979
27.0,2025,5,143,0.044681778578931186
28.0,2020,1,610,0.051896760527958496
28.0,2020,2,670,0.048835341365461846
28.0,2020,3,533,0.04498393574297189
28.0,2020,4,340,0.043969156622718324
28.0,2020,5,517,0.0599434458803108
28.0,2020,6,483,0.04357831325301205
28.0,2020,7,583,0.04638955823293173
28.0,2020,8,585,0.046445783132530116
28.0,2020,9,614,0.04726104417670683
28.0,2020,10,584,0.04641767068273092
28.0,2020,11,490,0.043775100401606426
28.0,2020,12,498,0.044
28.0,2021,1,461,0.04295983935742972
28.0,2021,2,415,0.041666666666666664
28.0,2021,3,484,0.05604067352650946
28.0,2021,4,479,0.04346586345381526
28.0,2021,5,560,0.05335874601911138
28.0,2021,6,587,0.04650200803212851
28.0,2021,7,597,0.04678313253012048
28.0,2021,8,597,0.04678313253012048
28.0,2021,9,715,0.050100401606425704
28.0,2021,10,778,0.0518714859437751
28.0,2021,11,653,0.04835742971887551
28.0,2021,12,631,0.04773895582329317
28.0,2022,1,624,0.04754216867469879
28.0,2022,2,589,0.04655823293172691
28.0,2022,3,764,0.05147791164658634
28.0,2022,4,641,0.048020080321285144
28.0,2022,5,727,0.05043775100401607
28.0,2022,6,873,0.056543319048786296
28.0,2022,7,877,0.054654618473895585
28.0,2022,8,889,0.05499196787148594
28.0,2022,9,852,0.05395180722891567
28.0,2022,10,911,0.055610441767068274
28.0,2022,11,959,0.05695983935742972
28.0,2022,12,819,0.059567874964512574
28.0,2023,1,864,0.054289156626506026
28.0,2023,2,703,0.05695560499007225
28.0,2023,3,873,0.0545421686746988
28.0,2023,4,806,0.052658634538152616
28.0,2023,5,846,0.05378313253012049
28.0,2023,6,910,0.05558232931726908
28.0,2023,7,916,0.05575100401606426
28.0,2023,8,896,0.055188755020080325
28.0,2023,9,923,0.05594779116465864
28.0,2023,10,890,0.05502008032128514
28.0,2023,11,912,0.05563855421686747
28.0,2023,12,871,0.0544859437751004
28.0,2024,1,791,0.05223694779116466
28.0,2024,2,829,0.053305220883534135
28.0,2024,3,852,0.05395180722891567
28.0,2024,4,814,0.05288353413654619
28.0,2024,5,1550,0.07357429718875502
28.0,2024,6,1913,0.08377911646586346
28.0,2024,7,2087,0.0886706827309237
28.0,2024,8,1943,0.08462248995983936
28.0,2024,9,2083,0.0885582329317269
28.0,2024,10,1968,0.08532530120481928
28.0,2024,11,1685,0.07736947791164658
28.0,2024,12,1702,0.07784738955823294
28.0,2025,1,1416,0.06980722891566266
28.0,2025,2,1247,0.06505622489959839
28.0,2025,3,1550,0.07357429718875502
28.0,2025,4,1732,0.07869076305220885
28.0,2025,5,380,0.04068273092369478
29.0,2019,1,1,0.030028112449799197
29.0,2020,1,698,0.04962248995983936
29.0,2020,2,645,0.04813253012048193
29.0,2020,3,540,0.045180722891566265
29.0,2020,4,439,0.04234136546184739
29.0,2020,5,621,0.04794838321463661
29.0,2020,6,556,0.05648353509742162
29.0,2020,7,683,0.05660195584177459
29.0,2020,8,689,0.049369477911646586
29.0,2020,9,652,0.048329317269076306
29.0,2020,10,611,0.047176706827309234
29.0,2020,11,522,0.044674698795180726
29.0,2020,12,545,0.045321285140562245
29.0,2021,1,511,0.04684093895682924
29.0,2021,2,474,0.043325301204819276
29.0,2021,3,569,0.05948280874260191
29.0,2021,4,537,0.045096385542168674
29.0,2021,5,614,0.04726104417670683
29.0,2021,6,618,0.04737349397590361
29.0,2021,7,580,0.04630522088353414
29.0,2021,8,587,0.04650200803212851
29.0,2021,9,618,0.04737349397590361
29.0,2021,10,608,0.04709236947791165
29.0,2021,11,473,0.04329718875502008
29.0,2021,12,501,0.04408433734939759
29.0,2022,1,410,0.04958809422026983
29.0,2022,2,479,0.04346586345381526
29.0,2022,3,554,0.05055995759597595
29.0,2022,4,501,0.05703592101166848
29.0,2022,5,543,0.045265060240963856
29.0,2022,6,653,0.04835742971887551
29.0,2022,7,645,0.05354120740105323
29.0,2022,8,599,0.05138818077765097
29.0,2022,9,666,0.04872289156626506
29.0,2022,10,683,0.051604237327223405
29.0,2022,11,548,0.04540562248995984
29.0,2022,12,488,0.05801752743579193
29.0,2023,1,576,0.04619277108433735
29.0,2023,2,498,0.05576312570962302
29.0,2023,3,590,0.046586345381526104
29.0,2023,4,599,0.04683935742971888
29.0,2023,5,635,0.057524616810734695
29.0,2023,6,672,0.05471582319998384
29.0,2023,7,718,0.050184738955823295
29.0,2023,8,641,0.048020080321285144
29.0,2023,9,580,0.04630522088353414
29.0,2023,10,599,0.04683935742971888
29.0,2023,11,511,0.044365461847389556
29.0,2023,12,520,0.04461847389558233
29.0,2024,1,513,0.04442168674698795
29.0,2024,2,504,0.05473188517335072
29.0,2024,3,478,0.059360705566646084
29.0,2024,4,537,0.053196073421525804
29.0,2024,5,971,0.05729718875502009
29.0,2024,6,1157,0.06252610441767067
29.0,2024,7,1256,0.06530923694779117
29.0,2024,8,1113,0.061289156626506025
29.0,2024,9,1124,0.061598393574297194
29.0,2024,10,1136,0.06193574297188755
29.0,2024,11,1047,0.059433734939759036
29.0,2024,12,1053,0.05960240963855422
29.0,2025,1,985,0.05769076305220884
29.0,2025,2,1003,0.05819678714859437
29.0,2025,3,1109,0.06117670682730924
29.0,2025,4,1010,0.058393574297188756
29.0,2025,5,292,0.04808952125939183
30.0,2020,1,275,0.048879014093264034
30.0,2020,2,309,0.038686746987951805
30.0,2020,3,321,0.03902409638554217
30.0,2020,4,256,0.037196787148594375
30.0,2020,5,295,0.03829317269076305
30.0,2020,6,341,0.039586345381526104
30.0,2020,7,328,0.039220883534136546
30.0,2020,8,327,0.058119805403098884
30.0,2020,9,280,0.047536831481363166
30.0,2020,10,307,0.05545063965880301
30.0,2020,11,270,0.037590361445783135
30.0,2020,12,264,0.04811762174946635
30.0,2021,1,241,0.03677510040160643
30.0,2021,2,198,0.035566265060240965
30.0,2021,3,240,0.057198277740018025
30.0,2021,4,255,0.03992296471209929
30.0,2021,5,322,0.039052208835341364
30.0,2021,6,337,0.03947389558232932
30.0,2021,7,285,0.038012048192771083
30.0,2021,8,272,0.05499474168087682
30.0,2021,9,313,0.03879919678714859
30.0,2021,10,305,0.049601637586641434
30.0,2021,11,283,0.045685513218837445
30.0,2021,12,284,0.04155653405239763
30.0,2022,1,268,0.03753413654618474
30.0,2022,2,258,0.038512441357396524
30.0,2022,3,338,0.04569042986271812
30.0,2022,4,300,0.049261908532710445
30.0,2022,5,308,0.03865863453815261
30.0,2022,6,371,0.05749614910079977
30.0,2022,7,329,0.042618164663675503
30.0,2022,8,352,0.03989558232931727
30.0,2022,9,363,0.040204819277108436
30.0,2022,10,323,0.04059097752453651
30.0,2022,11,332,0.044343262568055535
30.0,2022,12,296,0.038321285140562246
30.0,2023,1,314,0.042241612873718845
30.0,2023,2,303,0.05984722466621357
30.0,2023,3,334,0.03938955823293173
